#,category_id,product_id
1,87,2220
2,87,2219
3,87,2218
4,87,2217
5,87,2216
6,87,2215
7,87,2214
8,87,2213
9,87,2212
10,87,2211
11,87,2210
12,87,2209
13,87,2208
14,87,2207
15,87,2206
16,87,2205
17,87,2204
18,87,2203
19,87,2202
20,87,2201
21,87,2200
22,87,2199
23,87,2198
24,87,2197
25,87,2196
26,87,2195
27,87,2194
28,87,2193
29,87,2192
30,87,1781
31,87,2191
32,87,2190
33,87,2189
34,87,2188
35,87,2187
36,87,2186
37,87,2185
38,87,1716
39,87,1802
40,87,2184
41,87,2183
42,87,2182
43,87,1929
44,87,1655
45,87,1656
46,87,1657
47,87,1658
48,87,1659
49,87,1660
50,87,1661
51,87,1662
52,87,1663
53,87,1664
54,87,1665
55,87,1666
56,87,1667
57,87,1668
58,87,1669
59,87,1670
60,87,1671
61,87,1672
62,87,1673
63,87,1674
64,87,1675
65,87,1676
66,87,1677
67,87,1678
68,87,1679
69,87,1680
70,87,1681
71,87,1682
72,87,1683
73,87,1684
74,87,1685
75,87,1686
76,87,1687
77,87,1688
78,87,1689
79,87,1690
80,87,1691
81,92,2107
82,92,2106
83,92,2105
84,92,2104
85,92,2103
86,92,2102
87,92,2101
88,92,2100
89,92,2099
90,92,2098
91,92,2097
92,92,2096
93,92,2095
94,92,2094
95,92,2093
96,92,2092
97,92,2091
98,92,2090
99,92,2089
100,92,2088
101,92,2087
102,92,2086
103,92,2085
104,92,2084
105,92,2083
106,92,2082
107,92,2081
108,92,2080
109,92,2079
110,92,2078
111,92,2077
112,92,2076
113,92,2075
114,92,2074
115,92,2073
116,92,2072
117,92,2071
118,92,2070
119,92,2069
120,92,2068
121,92,2067
122,92,2066
123,92,2065
124,92,2108
125,93,2146
126,93,2145
127,93,2144
128,93,2143
129,93,2142
130,93,2141
131,93,2140
132,93,2139
133,93,2138
134,93,2137
135,93,2136
136,93,2135
137,93,2134
138,93,2133
139,93,2132
140,93,2131
141,93,2130
142,93,2129
143,93,2128
144,93,2127
145,93,2126
146,93,2125
147,93,1979
148,93,2124
149,93,2123
150,93,2122
151,93,2121
152,93,1983
153,93,2120
154,93,2119
155,93,2118
156,93,2117
157,93,2116
158,93,2115
159,93,2114
160,93,2113
161,93,2112
162,93,2111
163,93,2110
164,93,2109
165,93,2147
166,94,2162
167,94,2161
168,94,2160
169,94,2159
170,94,2158
171,94,2157
172,94,2156
173,94,2155
174,94,2154
175,94,2153
176,94,2152
177,94,2151
178,94,2150
179,94,1712
180,94,1772
181,94,2149
182,94,1709
183,94,1721
184,94,2148
185,94,2163
186,95,2176
187,95,2175
188,95,2174
189,95,2173
190,95,2172
191,95,2171
192,95,2170
193,95,2169
194,95,2168
195,95,2167
196,95,2166
197,95,2165
198,95,2164
199,95,2177
200,97,2180
201,97,2179
202,97,2178
203,97,2181
204,87,1692
205,87,1693
206,87,1694
207,87,1695
208,87,1696
209,87,1697
210,87,1698
211,87,1699
212,87,1700
213,87,1896
214,87,1897
215,87,1898
216,87,1899
217,87,1900
218,87,1901
219,87,1902
220,87,1903
221,87,1904
222,87,1905
223,87,1906
224,87,1907
225,87,1908
226,87,1909
227,87,1910
228,87,1911
229,87,1912
230,87,1913
231,87,1914
232,87,1915
233,87,1916
234,87,1917
235,87,1918
236,87,1919
237,87,1920
238,87,1921
239,87,1922
240,87,1923
241,87,1924
242,87,1925
243,87,1926
244,87,1927
245,87,1928
246,87,2221
247,100,2257
248,100,2256
249,100,2255
250,100,2254
251,100,2253
252,100,2207
253,100,2208
254,100,2194
255,100,2258
256,101,1696
257,101,2263
258,101,2262
259,101,2261
260,101,2195
261,101,2260
262,101,2259
263,101,2264
264,102,2280
265,102,2279
266,102,2278
267,102,2277
268,102,2276
269,102,2275
270,102,2274
271,102,2273
272,102,2272
273,102,2271
274,102,2270
275,102,2269
276,102,2268
277,102,2267
278,102,2209
279,102,2266
280,102,2265
281,102,2281
282,103,2282
283,103,2283
284,104,2309
285,104,2259
286,104,2308
287,104,1693
288,104,2307
289,104,2306
290,104,2305
291,104,2304
292,104,2188
293,104,2303
294,104,2302
295,104,2301
296,104,2300
297,104,2299
298,104,2298
299,104,2228
300,104,2210
301,104,2297
302,104,2296
303,104,2219
304,104,1802
305,104,2295
306,104,2216
307,104,2294
308,104,2231
309,104,1781
310,104,2293
311,104,2218
312,104,2292
313,104,1706
314,104,2291
315,104,1665
316,104,2221
317,104,2290
318,104,2212
319,104,2289
320,104,2195
321,104,2185
322,104,2196
323,104,2288
324,104,2287
325,104,2191
326,104,2193
327,104,2215
328,104,2286
329,104,2187
330,104,2182
331,104,2172
332,104,2189
333,104,2285
334,104,2284
335,104,2310
336,105,2273
337,105,2313
338,105,1802
339,105,2232
340,105,2193
341,105,2312
342,105,2231
343,105,2311
344,105,2288
345,105,2209
346,106,2270
347,106,2213
348,106,2315
349,106,2314
350,106,2316
351,107,2322
352,107,2308
353,107,2311
354,107,2321
355,107,2296
356,107,1716
357,107,2312
358,107,2320
359,107,2188
360,107,2319
361,107,2318
362,107,2206
363,107,2285
364,107,2284
365,107,2261
366,107,2317
367,107,2231
368,107,2168
369,111,2336
370,111,2335
371,111,2334
372,111,2328
373,111,2327
374,111,2326
375,111,2325
376,113,2332
377,113,2331
378,113,2330
379,113,2329
380,113,2333
381,111,2324
382,111,1796
383,111,2323
384,111,2332
385,117,2340
386,117,2339
387,117,2338
388,117,2337
389,117,2341
390,118,2342
391,118,2343
